Drug_ID,Predicted_Score
17431641,0.104650244
24782659,0.003446618
852001,0.0015871269
22400819,0.0028434545
24837170,0.0009138332
24837432,0.0038681526
24799320,0.010397377
24783847,0.001063828
4252023,0.005262739
852984,0.0008481753
17517481,0.003637464
4246638,0.0019167454
22402722,0.0006020253
22407862,0.0012367936
4260499,0.0022951576
24811724,0.005751716
862758,0.02862976
7975799,0.09171668
7970590,0.0022381416
7965571,0.017835213
14732933,0.003538155
26751279,0.007853867
7969397,0.009318822
22409964,0.32892308
7971529,0.0034814582
17433361,0.019298937
22404257,0.011234291
24805611,0.0026975137
865215,0.0110751
4255679,0.003605487
848497,0.03991083
22409471,0.032830186
14724284,0.0012437132
14728482,0.0025495696
17411616,0.024787132
26666897,0.00058813853
26751249,0.0043933266
26664150,0.0027551926
26670857,0.0026744301
22414661,0.00097151083
4263416,0.0008250507
50107828,0.0018408421
24793313,0.015672702
24808222,0.0047372845
24816013,0.07532202
7973618,0.0010174331
17384977,0.029472442
24821335,0.0015950289
17407647,0.00072262535
14742784,0.025928713
24789925,0.011955183
24802805,0.00239429
17506895,0.004432526
22412314,0.00691606
24788568,0.0050912024
14737886,0.0026635095
17507800,0.011293217
860098,0.0014929099
4260033,0.0017161923
26730712,0.0011712332
26747456,0.0010185718
22402575,0.013450294
24809956,0.0013336444
50108444,0.00087920064
14741446,0.0153425615
862173,0.00050893286
24802136,0.0014668173
17514955,0.0007356415
24791916,0.0036642621
17415359,0.031973656
24841695,0.02370357
24828418,0.0017017089
4260131,0.032041445
4239866,0.007610165
14728861,0.004135386
17385115,0.022106912
4240184,0.0034229122
14740954,0.015871251
7977829,0.003399209
866097,0.0033401405
4255657,0.018116483
24807318,0.0037739864
846820,0.0014955963
24809556,0.034399197
24806880,0.0044597676
24794496,0.001422399
4254577,0.0034738833
24800774,0.0036437912
24789830,0.003950235
7975453,0.004832881
17516670,0.007852185
14745162,0.008844062
24829887,0.0055556726
14743305,0.0028660167
4251081,0.0067855883
14721779,0.0012923268
26751234,0.0034073761
4240773,0.0038436558
17407828,0.010241813
17407213,0.02312716
24806762,0.7334831
22405123,0.005153033
3711119,0.0019906065
24821469,0.065976456
3716142,0.009676999
17389527,0.001593297
26730853,0.0012833447
7973541,0.0019438029
24808505,0.0019288522
24794233,0.028354608
22404516,0.0039934386
14746878,0.009843473
17433440,0.014016062
22415985,0.002263885
4262768,0.00090366596
22413270,0.0018750848
4238239,0.018653728
24836085,0.005357279
4251553,0.013049684
22406523,0.005633921
24832080,0.0032996265
17510166,0.002643753
4256828,0.0018734918
17407839,0.0010336323
24798447,0.002685421
7964567,0.00599327
24802532,0.013195685
7971460,0.018914398
24835080,0.064767584
7968530,0.0030095794
22405743,0.004197262
24783517,0.020130688
14737537,0.019533819
4258407,0.004079742
842307,0.0020364618
17401542,0.0034947677
7968771,0.00481294
22401610,0.005075046
4254918,0.0007333401
4242734,0.003036689
16953897,0.039746936
22403100,0.041317247
4256018,0.0040771756
