Drug_ID,Predicted_Score
17431641,0.047048964
24782659,0.00174119
852001,0.0010476989
22400819,0.001702259
24837170,0.0014605598
24837432,0.008306327
24799320,0.016377226
24783847,0.0030104567
4252023,0.0075693745
852984,0.0012721972
17517481,0.0038982593
4246638,0.009142343
22402722,0.0005457209
22407862,0.003066472
4260499,0.0028940153
24811724,0.007044317
862758,0.006170723
7975799,0.007958851
7970590,0.0023140393
7965571,0.028690336
14732933,0.019677993
26751279,0.012251883
7969397,0.0060683037
22409964,0.44378066
7971529,0.0058530257
17433361,0.0077621704
22404257,0.012033917
24805611,0.0027010234
865215,0.007829127
4255679,0.00074718444
848497,0.024785692
22409471,0.012508882
14724284,0.0041035037
14728482,0.0046812515
17411616,0.008277695
26666897,0.003311162
26751249,0.0068181115
26664150,0.0060357996
26670857,0.005639865
22414661,0.0017076057
4263416,0.000635511
50107828,0.00043576577
24793313,0.061494675
24808222,0.010387173
24816013,0.001251104
7973618,0.0011740916
17384977,0.025844805
24821335,0.0006319589
17407647,0.005640448
14742784,0.051011596
24789925,0.028332705
24802805,0.005657711
17506895,0.0026843701
22412314,0.008183547
24788568,0.0066849333
14737886,0.004273016
17507800,0.004598277
860098,0.00038007816
4260033,0.0017746201
26730712,0.00087791943
26747456,0.015110256
22402575,0.009454997
24809956,0.0010378809
50108444,0.0012312223
14741446,0.0040897634
862173,0.0009981818
24802136,0.0029445915
17514955,0.00204576
24791916,0.0197234
17415359,0.013141435
24841695,0.03081681
24828418,0.001122259
4260131,0.009196826
4239866,0.014423329
14728861,0.002714935
17385115,0.0024451043
4240184,0.0056575607
14740954,0.0024390288
7977829,0.0029448564
866097,0.0036025043
4255657,0.009434517
24807318,0.0021561568
846820,0.0018914866
24809556,0.07680477
24806880,0.0041726534
24794496,0.0009345596
4254577,0.003589596
24800774,0.0034928168
24789830,0.0016759409
7975453,0.015704136
17516670,0.016109947
14745162,0.008665916
24829887,0.0029486741
14743305,0.0026086334
4251081,0.033439506
14721779,0.001647583
26751234,0.023757072
4240773,0.00776533
17407828,0.006150966
17407213,0.0120806685
24806762,0.21232148
22405123,0.003242875
3711119,0.0032648789
24821469,0.05565151
3716142,0.0027837562
17389527,0.00084157946
26730853,0.001678475
7973541,0.004956645
24808505,0.00059817143
24794233,0.043853976
22404516,0.001825831
14746878,0.0061217165
17433440,0.026488986
22415985,0.0016338839
4262768,0.0009931041
22413270,0.001317513
4238239,0.027637107
24836085,0.010943499
4251553,0.0060976115
22406523,0.013128059
24832080,0.0016976643
17510166,0.0015184315
4256828,0.001902284
17407839,0.008341279
24798447,0.0011929664
7964567,0.0056353556
24802532,0.05715571
7971460,0.026647924
24835080,0.010061849
7968530,0.01074606
22405743,0.0081325555
24783517,0.20264459
14737537,0.014815849
4258407,0.0015048098
842307,0.0035054965
17401542,0.03931133
7968771,0.0076693865
22401610,0.011353507
4254918,0.0011554027
4242734,0.005923966
16953897,0.021396197
22403100,0.012135783
4256018,0.004112077
17411505,0.0053496053
4261889,0.0042608534
3716607,0.07417105
14730277,0.008078878
26756214,0.019375924
4246373,0.014639334
3715285,0.012710837
26747574,0.0012862149
24841129,0.0018448463
24786056,0.0046833185
24822283,0.0014118185
26663628,0.011487278
24837338,0.15365587
4249625,0.0016537681
17433196,0.002974443
851180,0.019199016
24782581,0.017149419
861243,0.0013800721
17412382,0.039764073
14740450,0.0050254897
4243843,0.012273102
24793471,0.0015579655
14729593,0.020220676
14741017,0.00072234747
4262253,0.07204448
24827371,0.03491364
26751492,0.0018625588
24811079,0.0046409275
17508425,0.027340677
17505041,0.19065222
17505938,0.015636226
7972789,0.0034555278
22412110,0.0033225385
4265444,0.0024614024
4248719,0.0012250557
14738427,0.00621481
24782765,0.004291206
865733,0.0007510336
17432947,0.0011776324
4263817,0.0035826934
14737273,0.004502163
17506359,0.06637796
3714774,0.0023475373
4246503,0.010818444
26752409,0.0053576576
22407241,0.040256377
851226,0.04807034
24800445,0.006736685
7970562,0.0029596526
17414679,0.005270811
14735927,0.06488397
14733312,0.0011210031
22409549,0.0016779687
